Apartment Name,Apartment Type,Available Room,Price,,,Lower Bound,Upper Bound,Price Mean in $,Area,Area in sqft Cleaned,#Beds,#Beds Cleaned,#Baths,#Baths Cleaned,Availability,Ratings,Ratings in starts
1332 St Adalbert Ave,2 bed 1.0 bath,NA,$565 ,565,565,565,565,565,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2646 Home Ave,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
257 Valleyview Dr,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
51 Watervliet Ave,2 bed 1.0 bath 700 sqft,NA,$425 ,425,425,425,425,425,700+ sqft,700,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
12 S Westview Ave,2 bed 1.0 bath 800 sqft,NA,$450 ,450,450,450,450,450,800+ sqft,800,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
616 Westwood Ave,2 bed 1.0 bath 638 sqft,NA,$550 ,550,550,550,550,550,638+ sqft,638,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1434 N James H McGee Blvd,1 bed 1.0 bath,NA,$450 ,450,450,450,450,450,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2002 Elsmere Ave,3 bed 1.0 bath 1000 sqft,NA,$650 ,650,650,650,650,650,1000+ sqft,1000,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
617 Westwood Ave,3 bed 1.0 bath 1304 sqft,NA,$725 ,725,725,725,725,725,1304+ sqft,1304,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
2333 Rustic Rd,2 bed 1.0 bath 1000 sqft,NA,$695 ,695,695,695,695,695,1000+ sqft,1000,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
818 Cherry Dr,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
112 Cliff St,3 bed 1.5 bath 1516 sqft,NA,$795 ,795,795,795,795,795,1516+ sqft,1516,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
24 Fernwood Ave,1 bed 1.0 bath 575 sqft,NA,$450 ,450,450,450,450,450,575+ sqft,575,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
910 Cherry Dr,1 bed 1.0 bath,NA,$400 ,400,400,400,400,400,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2128 Auburn Ave,3 bed 1.0 bath 1145 sqft,NA,$695 ,695,695,695,695,695,1145+ sqft,1145,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
2525 Germantown St,1 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
345 E Bruce Ave,2 bed 1.0 bath 500 sqft,NA,$495 ,495,495,495,495,495,500+ sqft,500,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
212 E Bruce Ave,2 bed 1.0 bath 830 sqft,NA,$495 ,495,495,495,495,495,830+ sqft,830,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
53 Knecht Dr,3 bed 1.0 bath 1386 sqft,NA,$800 ,800,800,800,800,800,1386+ sqft,1386,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1100 W Fairview Ave,2 bed 1.0 bath 750 sqft,NA,$500 ,500,500,500,500,500,750+ sqft,750,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
333 W Hillcrest Ave,3 bed 2.0 bath,NA,$795 ,795,795,795,795,795,NA,NA,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
1038 Cherry Dr,1 bed 1.0 bath 600 sqft,NA,$445 ,445,445,445,445,445,600+ sqft,600,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2245 King Ave,4 bed 2.0 bath 1200 sqft,NA,"$1,175 ",1175,1175,1175,1175,1175,1200+ sqft,1200,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
416 Ashwood Ave,1 bed 1.0 bath 600 sqft,NA,$450 ,450,450,450,450,450,600+ sqft,600,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
231 Ryburn Ave,2 bed 1.0 bath 850 sqft,NA,$500 ,500,500,500,500,500,850+ sqft,850,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1003 Wilmington Ave,1 bed 1.0 bath 716 sqft,116,530,530,530,530,530,530,NA,NA,1 Bed,1,1 Bath,1 ,Today,NA,NA
1005 Leland Ave,3 bed 1.0 bath 1175 sqft,NA,$750 ,750,750,750,750,750,1175+ sqft,1175,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
108 Ashwood Ave,4 bed 1.0 bath 850 sqft,NA,"$1,000 ",1000,1000,1000,1000,1000,850+ sqft,850,4 Beds,4,1 Bath,1 ,1 Available,NA,NA
229 Bellaire Ave,2 bed 1.0 bath 837 sqft,NA,$895 ,895,895,895,895,895,837+ sqft,837,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
3712 Wayne Ave,2 bed 1.0 bath 760 sqft,NA,$775 ,775,775,775,775,775,760+ sqft,760,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1988 Victoria Ave,2 bed 1.0 bath 750 sqft,NA,$600 ,600,600,600,600,600,750+ sqft,750,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1704 Huffman Ave,2 bed 1.0 bath 896 sqft,NA,$600 ,600,600,600,600,600,896+ sqft,896,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1910 Colonial Village Ln,2 bed 1.0 bath 850 sqft,NA,$600 ,600,600,600,600,600,850+ sqft,850,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
608 Hampshire Rd,1 bed 1.0 bath 600 sqft,NA,$470 ,470,470,470,470,470,600+ sqft,600,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
400 N Cherrywood Ave,2 bed 1.0 bath 800 sqft,NA,$550 ,550,550,550,550,550,800+ sqft,800,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
104 E Siebenthaler Ave,2 bed 1.0 bath 1187 sqft,NA,$650 ,650,650,650,650,650,1187+ sqft,1187,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
305 Sandhurst Dr,3 bed 1.0 bath 1087 sqft,NA,$700 ,700,700,700,700,700,1087+ sqft,1087,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1220 McArthur Ave,1 bed 1.0 bath,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
109 N Decker Ave,2 bed 1.0 bath 1176 sqft,NA,$725 ,725,725,725,725,725,1176+ sqft,1176,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2859 Revere Ave,1 bed 1.0 bath,NA,$595 ,595,595,595,595,595,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2018 Fauver Ave,3 bed 1.0 bath 1168 sqft,NA,$845 ,845,845,845,845,845,1168+ sqft,1168,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
29 S Decker Ave,2 bed 1.0 bath 0 sqft,4,525,525,525,525,525,525,NA,NA,2 Beds,2,1 Bath,1 ,Today,NA,NA
4024 Woodcliffe Ave,2 bed 1.0 bath,NA,$775 ,775,775,775,775,775,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
3568 Stanford Pl,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
109 Redwood Ave,3 bed 1.0 bath 1287 sqft,NA,$825 ,825,825,825,825,825,1287+ sqft,1287,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1079 Bertram Ave,3 bed 2.0 bath 1649 sqft,NA,$850 ,850,850,850,850,850,1649+ sqft,1649,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
3574 Stanford Pl,2 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
1523 Doddington Rd,4 bed 2.5 bath 2448 sqft,NA,"$1,799 ",1799,1799,1799,1799,1799,2448+ sqft,2448,4 Beds,4,2.5 Bath,2.5 ,1 Available,NA,NA
2263 Hepburn Ave,1 bed 1.0 bath 525 sqft,A,500,500,500,500,500,500,NA,NA,1 Bed,1,1 Bath,1 ,Today,NA,NA
1722 Kings Mill Ct,2 bed 1.5 bath 900 sqft,NA,$655 ,655,655,655,655,655,900+ sqft,900,2 Beds,2,1.5 Bath,1.5 ,1 Available,NA,NA
2019 Piccadilly Ave,3 bed 1.0 bath,NA,$675 ,675,675,675,675,675,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
2102 Piccadilly Ave,3 bed 1.0 bath 1020 sqft,NA,$775 ,775,775,775,775,775,1020+ sqft,1020,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
948 Highridge Ave,2 bed 1.0 bath 725 sqft,NA,$695 ,695,695,695,695,695,725+ sqft,725,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2735 Whittier Ave,4 bed 1.5 bath 1416 sqft,NA,"$1,025 ",1025,1025,1025,1025,1025,1416+ sqft,1416,4 Beds,4,1.5 Bath,1.5 ,1 Available,NA,NA
713 Verona Rd,3 bed 1.0 bath 922 sqft,NA,$745 ,745,745,745,745,745,922+ sqft,922,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
519 Heather Dr,2 bed 2.0 bath 1100 sqft,NA,$675 ,675,675,675,675,675,1100+ sqft,1100,2 Beds,2,2 Bath,2 ,1 Available,NA,NA
557 Telford Ave,1 bed 1.0 bath 625 sqft,NA,$575 ,575,575,575,575,575,625+ sqft,625,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
2823 Calvin Ave,3 bed 1.0 bath 1156 sqft,NA,$700 ,700,700,700,700,700,1156+ sqft,1156,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
62 W Nottingham Rd,2 bed 1.0 bath,NA,$575 ,575,575,575,575,575,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
66 W Nottingham Rd,2 bed 1.0 bath 650 sqft,NA,$650 ,650,650,650,650,650,650+ sqft,650,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2658 Hazel Ave,1 bed 1.0 bath,NA,$525 ,525,525,525,525,525,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
4286 Catalpa Dr,1 bed 1.0 bath,NA,$550 ,550,550,550,550,550,NA,NA,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
4538 W 2nd St,2 bed 1.0 bath 649 sqft,NA,$675 ,675,675,675,675,675,649+ sqft,649,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
320 Forest Park Dr,1 bed 1.0 bath 0 sqft,106,600,600,600,600,600,600,NA,NA,1 Bed,1,1 Bath,1 ,Today,NA,NA
2452 Fairport Ave,2 bed 1.0 bath 1010 sqft,NA,$675 ,675,675,675,675,675,1010+ sqft,1010,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
2747 Springmont Ave,3 bed 1.0 bath 1275 sqft,NA,$900 ,900,900,900,900,900,1275+ sqft,1275,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
790 Biltmore Pl,3 bed 1.0 bath,NA,"$1,000 ",1000,1000,1000,1000,1000,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4406 Waymire Ave,3 bed 1.0 bath 870 sqft,NA,$675 ,675,675,675,675,675,870+ sqft,870,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4446 Prescott Ave,3 bed 1.0 bath 1015 sqft,NA,$745 ,745,745,745,745,745,1015+ sqft,1015,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4530 Foxton Ct,1 bed 1.0 bath 288 sqft,NA,$550 ,550,550,550,550,550,288+ sqft,288,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
1631 Watervliet Ave,2 bed 1.0 bath 952 sqft,NA,$775 ,775,775,775,775,775,952+ sqft,952,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4529 Waymire Ave,3 bed 1.0 bath 1015 sqft,NA,$695 ,695,695,695,695,695,1015+ sqft,1015,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
3821 Cavanaugh Rd,3 bed 1.0 bath 1146 sqft,NA,"$1,175 ",1175,1175,1175,1175,1175,1146+ sqft,1146,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
3550 Golden Meadows Ct,3 bed 2.0 bath 1189 sqft,NA,$850 ,850,850,850,850,850,1189+ sqft,1189,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
202 Park End Dr,4 bed 2.5 bath,NA,"$1,275 ",1275,1275,1275,1275,1275,NA,NA,4 Beds,4,2.5 Bath,2.5 ,1 Available,NA,NA
4093 Saylor St,3 bed 1.0 bath,NA,$700 ,700,700,700,700,700,NA,NA,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4372 Free Pike,3 bed 1.0 bath 1508 sqft,NA,$850 ,850,850,850,850,850,1508+ sqft,1508,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4050 Annapolis Ave,2 bed 1.0 bath 688 sqft,NA,$675 ,675,675,675,675,675,688+ sqft,688,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4334 Saylor St,3 bed 1.0 bath 1087 sqft,NA,$800 ,800,800,800,800,800,1087+ sqft,1087,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
1332 Marot Dr,3 bed 1.0 bath 925 sqft,NA,$700 ,700,700,700,700,700,925+ sqft,925,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4203 Thompson Dr,2 bed 1.0 bath 770 sqft,NA,$700 ,700,700,700,700,700,770+ sqft,770,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4201 Brunswick Ave,3 bed 1.0 bath 957 sqft,NA,$725 ,725,725,725,725,725,957+ sqft,957,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4010 Brenton Dr,3 bed 1.0 bath 1166 sqft,NA,$825 ,825,825,825,825,825,1166+ sqft,1166,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
14 Napoleon Dr,3 bed 1.0 bath 1501 sqft,NA,"$1,395 ",1395,1395,1395,1395,1395,1501+ sqft,1501,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
5301 Tucson Dr,3 bed 1.5 bath,NA,$925 ,925,925,925,925,925,NA,NA,3 Beds,3,1.5 Bath,1.5 ,1 Available,NA,NA
41 Burgess Ave,3 bed 2.0 bath 1400 sqft,NA,"$1,025 ",1025,1025,1025,1025,1025,1400+ sqft,1400,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
4164 Bridlegate Way,3 bed 2.5 bath 1688 sqft,NA,"$1,595 ",1595,1595,1595,1595,1595,1688+ sqft,1688,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
2917 Cunnington Ln,3 bed 1.0 bath 1176 sqft,NA,$895 ,895,895,895,895,895,1176+ sqft,1176,3 Beds,3,1 Bath,1 ,1 Available,NA,NA
4434 Softwood Ln,3 bed 2.5 bath,NA,"$1,450 ",1450,1450,1450,1450,1450,NA,NA,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
5528 Fisher Dr,2 bed 1.0 bath,NA,$625 ,625,625,625,625,625,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4500 Waynedale Cir,2 bed 1.0 bath 872 sqft,NA,$602 ,602,602,602,602,602,872+ sqft,872,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4530 Bufort Blvd,2 bed 1.0 bath,NA,$602 ,602,602,602,602,602,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
5353 Dunmore Dr,2 bed 1.0 bath 777 sqft,NA,$625 ,625,625,625,625,625,777+ sqft,777,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
5341 Naples Dr,4 bed 2.0 bath,NA,"$1,250 ",1250,1250,1250,1250,1250,NA,NA,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
4840 Powell Rd,3 bed 3.0 bath 1680 sqft,NA,"$1,350 ",1350,1350,1350,1350,1350,1680+ sqft,1680,3 Beds,3,3 Bath,3 ,1 Available,NA,NA
7837 N Main St,2 bed 1.0 bath,14,625,625,625,625,625,625,NA,NA,2 Beds,2,1 Bath,1 ,Today,NA,NA
4440 Glenheath Dr,3 bed 2.5 bath 2000 sqft,NA,"$1,595 ",1595,1595,1595,1595,1595,2000+ sqft,2000,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
6640 Lovell Ct,4 bed 4.0 bath 1876 sqft,NA,"$1,800 ",1800,1800,1800,1800,1800,1876+ sqft,1876,4 Beds,4,4 Bath,4 ,1 Available,NA,NA
309 Grand Ave,4 bed 1.0 bath 1137 sqft,NA,$750 ,750,750,750,750,750,1137+ sqft,1137,4 Beds,4,1 Bath,1 ,1 Available,NA,NA
6224 Janice Pl,3 bed 2.0 bath 1150 sqft,NA,"$1,095 ",1095,1095,1095,1095,1095,1150+ sqft,1150,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
5634 Olive Tree Dr,4 bed 3.0 bath,NA,"$1,325 ",1325,1325,1325,1325,1325,NA,NA,4 Beds,4,3 Bath,3 ,1 Available,NA,NA
5640 Coach Dr W,3 bed 2.0 bath,D,950,950,950,950,950,950,NA,NA,3 Beds,3,2 Bath,2 ,Today,NA,NA
4315 Crownwood Ave,4 bed 2.0 bath,NA,"$1,300 ",1300,1300,1300,1300,1300,NA,NA,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
7765 Redbank Ln,4 bed 2.0 bath 1624 sqft,NA,"$1,250 ",1250,1250,1250,1250,1250,1624+ sqft,1624,4 Beds,4,2 Bath,2 ,1 Available,NA,NA
4038 Sugar Ridge Blvd,3 bed 2.0 bath 1684 sqft,NA,"$1,695 ",1695,1695,1695,1695,1695,1684+ sqft,1684,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
6691 Loblolly Dr,3 bed 2.5 bath 1847 sqft,NA,"$1,395 ",1395,1395,1395,1395,1395,1847+ sqft,1847,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
1430 Long Island Ct,3 bed 3.0 bath 1400 sqft,NA,"$1,350 ",1350,1350,1350,1350,1350,1400+ sqft,1400,3 Beds,3,3 Bath,3 ,1 Available,NA,NA
6527 Charlesgate Rd,4 bed 2.5 bath,NA,"$1,595 ",1595,1595,1595,1595,1595,NA,NA,4 Beds,4,2.5 Bath,2.5 ,1 Available,NA,NA
1525 Taitwood Dr,4 bed 2.5 bath 2185 sqft,NA,"$2,200 ",2200,2200,2200,2200,2200,2185+ sqft,2185,4 Beds,4,2.5 Bath,2.5 ,1 Available,NA,NA
2173 Pacer Trail,3 bed 2.5 bath 1884 sqft,NA,"$1,695 ",1695,1695,1695,1695,1695,1884+ sqft,1884,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
1588 Glenbeck Ave,1 bed 1.0 bath 650 sqft,NA,$545 ,545,545,545,545,545,650+ sqft,650,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
4843 Springfield St,1 bed 1.0 bath 504 sqft,NA,$525 ,525,525,525,525,525,504+ sqft,504,1 Bed,1,1 Bath,1 ,1 Available,NA,NA
4365 Parkway Dr,2 bed 1.0 bath 600 sqft,NA,$575 ,575,575,575,575,575,600+ sqft,600,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
4369 Parkway Dr,2 bed 1.0 bath 600 sqft,NA,$575 ,575,575,575,575,575,600+ sqft,600,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
5219 Pitcairn Rd,3 bed 2.0 bath 1248 sqft,NA,"$1,000 ",1000,1000,1000,1000,1000,1248+ sqft,1248,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
4330 Straight Arrow Rd,3 bed 2.5 bath,NA,"$1,350 ",1350,1350,1350,1350,1350,NA,NA,3 Beds,3,2.5 Bath,2.5 ,1 Available,NA,NA
5401 Bellefontaine Rd,2 bed 1.0 bath,NA,$575 ,575,575,575,575,575,NA,NA,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
25 Carma Dr,4 bed 1.0 bath 1296 sqft,NA,$845 ,845,845,845,845,845,1296+ sqft,1296,4 Beds,4,1 Bath,1 ,1 Available,NA,NA
3128 Alexander Pl,3 bed 2.0 bath 1500 sqft,NA,"$1,225 ",1225,1225,1225,1225,1225,1500+ sqft,1500,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
6888 Brandt Pike,2 bed 1.0 bath 850 sqft,NA,$525 ,525,525,525,525,525,850+ sqft,850,2 Beds,2,1 Bath,1 ,1 Available,NA,NA
7311 Harshmanville Rd,3 bed 2.0 bath 1080 sqft,NA,"$1,095 ",1095,1095,1095,1095,1095,1080+ sqft,1080,3 Beds,3,2 Bath,2 ,1 Available,NA,NA
Oakdale Apartments,"2 bedroom, 1 bath, townhome",NA,NA,NA,NA,NA,NA,NA,NA,NA,2 Beds,2,1 Bath,1 ,NA,NA,NA
Oakdale Apartments,"2 bedroom, 1 bath, garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,2 Beds,2,1 Bath,1 ,NA,NA,NA
Oakdale Apartments,"3 bedroom, 1 and 1/2 bath, townhome",NA,NA,NA,NA,NA,NA,NA,NA,NA,3 Beds,3,1.5 Bath,1.5 ,NA,NA,NA
Almond Village,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1 Bed,1,1 Bath,1 ,NA,NA,NA
Eagle Ridge Apartments,one bedroom,NA,NA,NA,NA,NA,NA,NA,650+ sqft,650,1 Bed,1,1 Bath,1 ,NA,60%,3
Eagle Ridge Apartments,two bedroom,NA,NA,NA,NA,NA,NA,NA,850+ sqft,850,2 Beds,2,1 Bath,1 ,NA,60%,3
Eagle Ridge Apartments,three bedroom,NA,NA,NA,NA,NA,NA,NA,950+ sqft,950,3 Beds,3,2 Bath,2 ,NA,60%,3
Eagle Ridge Apartments,four bedroom,NA,NA,NA,NA,NA,NA,NA,1150+ sqft,1150,4 Beds,4,2 Bath,2 ,NA,60%,3
Irongate Manor,1-2 bed,NA,$615–$745,615–745,615–745,615,745,680,NA,NA,1 Bed,1,1 Bath,1 ,NA,60%,3
Devonshire by Redwood,forestwood,NA,"$1,499 ",1499,1499,1499,1499,1499,1294+ sqft,1294,2 Beds,2,2 Bath,2 ,NA,100,5
Devonshire by Redwood,meadowood,NA,"$1,674 ",1674,1674,1674,1674,1674,1327+ sqft,1327,2 Beds,2,2 Bath,2 ,NA,100,5
Devonshire by Redwood,driftwood,NA,"$1,174 ",1174,1174,1174,1174,1174,1127+ sqft,1127,2 Beds,2,2 Bath,2 ,NA,100,5
Devonshire by Redwood,birchwood,NA,"$1,674 ",1674,1674,1674,1674,1674,1327+ sqft,1327,2 Beds,2,2 Bath,2 ,NA,100,5
Devonshire by Redwood,rosewood,NA,"$1,499 ",1499,1499,1499,1499,1499,1294+ sqft,1294,2 Beds,2,2 Bath,2 ,NA,100,5
Overlook Mutual Homes,1 bedroom,NA,$475 ,475,475,475,475,475,NA,NA,1 Bed,1,1 Bath,1 ,NA,NA,NA
Overlook Mutual Homes,2 bedroom,NA,$485 ,485,485,485,485,485,NA,NA,2 Beds,2,1 Bath,1 ,NA,NA,NA
Overlook Mutual Homes,3 bedroom,NA,$495 ,495,495,495,495,495,NA,NA,3 Beds,3,1 Bath,1 ,NA,NA,NA
Lafayette Square,one bedroom,NA,NA,NA,NA,NA,NA,NA,585+ sqft,585,1 Bed,1,1 Bath,1 ,NA,NA,NA
Lafayette Square,2 bed 1.5 bath,NA,NA,NA,NA,NA,NA,NA,785+ sqft,785,2 Beds,2,1.5 Bath,1.5 ,NA,NA,NA
Lafayette Square,2 bedroom 1.5 bath townhouse,NA,NA,NA,NA,NA,NA,NA,938+ sqft,938,2 Beds,2,1.5 Bath,1.5 ,NA,NA,NA
Lafayette Square,2 bedroom,NA,NA,NA,NA,NA,NA,NA,820+ sqft,820,2 Beds,2,2 Bath,2 ,NA,NA,NA
Trinity Community at Fairwood,type a (one bedroom),NA,NA,NA,NA,NA,NA,NA,576+ sqft,576,1 Bed,1,1 Bath,1 ,NA,60%,3
Trinity Community at Fairwood,type b (one bedroom),NA,NA,NA,NA,NA,NA,NA,576+ sqft,576,1 Bed,1,1 Bath,1 ,NA,60%,3
Trinity Community at Fairwood,type a (two bedroom),NA,NA,NA,NA,NA,NA,NA,864+ sqft,864,2 Beds,2,1 Bath,1 ,NA,60%,3
Trinity Community at Fairwood,type b (two bedroom),NA,NA,NA,NA,NA,NA,NA,810+ sqft,810,2 Beds,2,1 Bath,1 ,NA,60%,3
Countryside Acres,2 beds,NA,$500–$550,500–550,500–550,500,550,525,NA,NA,2 Beds,2,1 Bath,1 ,NA,100,5
Villas At Benchrock,the portico,NA,NA,NA,NA,NA,NA,NA,1776+ sqft,1776,2 Beds,2,2 Bath,2 ,NA,80%,4
Villas At Benchrock,the tornio,NA,NA,NA,NA,NA,NA,NA,1888+ sqft,1888,2 Beds,2,2 Bath,2 ,NA,80%,4
Villas At Benchrock,the palazzo,NA,NA,NA,NA,NA,NA,NA,1519+ sqft,1519,2 Beds,2,2 Bath,2 ,NA,80%,4
